title,year,tags,type_of_document,origin_of_document,caption,authors_of_document,collections,thumbs,url
Myriad Tulips - Anna Ridler,2022,"[ ""Marie Lechner"" ]",œuvre,Google Arts & Culture,Œuvre à partir de la constitution d'un jeu de données sur des tulipes pour entraîner un modèle génératif.,Anna Ridler,"[ ""1.2. Mettre en données le monde"", ""2.3. Ouvrir les boîtes noires"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/anna-ridler-tulips.pdf.0.png.180.jpeg?v=1654808868997"",""size"":180},{""path"":""_thumbs/shaping-ai/anna-ridler-tulips.pdf.0.png.360.jpeg?v=1654808869095"",""size"":360},{""path"":""_thumbs/shaping-ai/anna-ridler-tulips.pdf.0.png.600.jpeg?v=1654808869094"",""size"":600},{""path"":""_thumbs/shaping-ai/anna-ridler-tulips.pdf.0.png.800.jpeg?v=1654808869111"",""size"":800},{""path"":""_thumbs/shaping-ai/anna-ridler-tulips.pdf.0.png.1600.jpeg?v=1654808871610"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_230031-uq5
Présentation d'Anthony Masure sur le design de l'attention,2018,"[ ""Hubert Guillaud"" ]",slides,,Diaporama de la présentation d'Anthony Masure à l'Ecole Nationale Supérieure de Création Industrielle reprenant des perspectives critiques sur le design de l'attention.,Anthony Masure,"[ ""4.1. Prises, emprises, déprises, reprises"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/g9.pdf.0.png.180.jpeg?v=1654525158300"",""size"":180},{""path"":""_thumbs/shaping-ai/g9.pdf.0.png.360.jpeg?v=1654525158468"",""size"":360},{""path"":""_thumbs/shaping-ai/g9.pdf.0.png.600.jpeg?v=1654525158491"",""size"":600},{""path"":""_thumbs/shaping-ai/g9.pdf.0.png.800.jpeg?v=1654525158478"",""size"":800},{""path"":""_thumbs/shaping-ai/g9.pdf.0.png.1600.jpeg?v=1654525158415"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_161904-sk1
La vie n'est pas donnée,2016,"[ ""RYBN"", ""Dominique Cardon"" ]",article scientifique,Classiques Garnier,"La gouvernementalité algorithmique met en œuvre une nouvelle forme de normativité qui semble parfaitement adéquate aux mouvements de la vie. Pourtant elle ne fait qu’immuniser, en temps réel, une actualité calculable contre tout ce qui pourrait la mettre en crise. Elle nous plonge dans un univers continu, lisse, sans accident, indemne. Une normativité proprement humaine consiste à assumer l’inadéquation de nos représentations par rapport au monde, l’irréductibilité de la temporalité humaine au temps réel.",Antoinette Rouvroy,"[ ""1.3. Modéliser"", ""1.2. Mettre en données le monde"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/etudes-digitales-2016-2-n-2-le-gouvernement-des-donnees-la-vie-n-est-pas-donnee.pdf.0.png.180.jpeg?v=1687967043677"",""size"":180},{""path"":""_thumbs/shaping-ai/etudes-digitales-2016-2-n-2-le-gouvernement-des-donnees-la-vie-n-est-pas-donnee.pdf.0.png.360.jpeg?v=1687967043725"",""size"":360},{""path"":""_thumbs/shaping-ai/etudes-digitales-2016-2-n-2-le-gouvernement-des-donnees-la-vie-n-est-pas-donnee.pdf.0.png.600.jpeg?v=1687967043706"",""size"":600},{""path"":""_thumbs/shaping-ai/etudes-digitales-2016-2-n-2-le-gouvernement-des-donnees-la-vie-n-est-pas-donnee.pdf.0.png.800.jpeg?v=1687967043829"",""size"":800},{""path"":""_thumbs/shaping-ai/etudes-digitales-2016-2-n-2-le-gouvernement-des-donnees-la-vie-n-est-pas-donnee.pdf.0.png.1600.jpeg?v=1687967043796"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230628_174349-i90
Tweets de Casilli | digital labor,2022,"[ ""RYBN"" ]",tweet,Twitter,deux tweets d'Antonio Casilli : parution de son livre au MIT press digital work in a planetary market / dénonciation d'une publicité de Google pour le crowdsourcing et la labellisation de données,Antonio A. Casilli,"[ ""3.4. Travailler avec l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/tweets-casilli.pdf.0.png.180.jpeg?v=1688043457882"",""size"":180},{""path"":""_thumbs/shaping-ai/tweets-casilli.pdf.0.png.360.jpeg?v=1688043457933"",""size"":360},{""path"":""_thumbs/shaping-ai/tweets-casilli.pdf.0.png.600.jpeg?v=1688043457915"",""size"":600},{""path"":""_thumbs/shaping-ai/tweets-casilli.pdf.0.png.800.jpeg?v=1688043458065"",""size"":800},{""path"":""_thumbs/shaping-ai/tweets-casilli.pdf.0.png.1600.jpeg?v=1688043458031"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230629_145657-yi1
En Attendant les robots. Enquête sur le travail du clic,2019,"[ ""Dominique Cardon"", ""RYBN"" ]",livre,Seuil,Livre d'Antonio Casilli à propos des différents types de digital labor,Antonio A. Casilli,"[ ""3.4. Travailler avec l'IA"", ""0. Des modes de participation à l'IA"", ""2.2. Produire une critique de l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/casilli-en-attendant-les-robots.pdf.0.png.180.jpeg?v=1653986608071"",""size"":180},{""path"":""_thumbs/shaping-ai/casilli-en-attendant-les-robots.pdf.0.png.360.jpeg?v=1653986608216"",""size"":360},{""path"":""_thumbs/shaping-ai/casilli-en-attendant-les-robots.pdf.0.png.600.jpeg?v=1653986608244"",""size"":600},{""path"":""_thumbs/shaping-ai/casilli-en-attendant-les-robots.pdf.0.png.800.jpeg?v=1653986608346"",""size"":800},{""path"":""_thumbs/shaping-ai/casilli-en-attendant-les-robots.pdf.0.png.1600.jpeg?v=1653986608066"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220531_104311-2fb
Partenariat entre l'AP-HP et le Health Data Hub,2021,"[ ""Ninon Burgos"" ]",communiqué,Site de l'AP-HP,Communiqué de presse à propos du partenariat entre l'AP-HP et le Health Data Hub via dix projets en commun,AP-HP & Health Data Hub,"[ ""4.3. Formation des imaginaires par la mise en récit de l'IA"", ""4.2. Chaînes de valeur de la donnée"", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/cp-aphp-part-hdh-1312021-docx.pdf.0.png.180.jpeg?v=1654789411729"",""size"":180},{""path"":""_thumbs/shaping-ai/cp-aphp-part-hdh-1312021-docx.pdf.0.png.360.jpeg?v=1654789411780"",""size"":360},{""path"":""_thumbs/shaping-ai/cp-aphp-part-hdh-1312021-docx.pdf.0.png.600.jpeg?v=1654789411744"",""size"":600},{""path"":""_thumbs/shaping-ai/cp-aphp-part-hdh-1312021-docx.pdf.0.png.800.jpeg?v=1654789411896"",""size"":800},{""path"":""_thumbs/shaping-ai/cp-aphp-part-hdh-1312021-docx.pdf.0.png.1600.jpeg?v=1654789411837"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_174141-403
Keynote Apple,2021,"[ ""Lucie Ronfaut"" ]",vidéo,Site d'Apple,"Vidéo d'une keynote de Tim Cook, CEO d'Apple, en septembre 2021",Apple,"[ ""4.3. Formation des imaginaires par la mise en récit de l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/keynoteapple.pdf.0.png.180.jpeg?v=1654951888027"",""size"":180},{""path"":""_thumbs/shaping-ai/keynoteapple.pdf.0.png.360.jpeg?v=1654951888058"",""size"":360},{""path"":""_thumbs/shaping-ai/keynoteapple.pdf.0.png.600.jpeg?v=1654951888043"",""size"":600},{""path"":""_thumbs/shaping-ai/keynoteapple.pdf.0.png.800.jpeg?v=1654951888059"",""size"":800},{""path"":""_thumbs/shaping-ai/keynoteapple.pdf.0.png.1600.jpeg?v=1654951888225"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220611_145033-lhr
Clinica,2022,"[ ""Ninon Burgos"" ]",logiciel,Site du logiciel Clinica,"Présentation de la plateforme logicielle Clinica, dédiée aux études cliniques de neuro-imagerie",Aramis Lab (INRIA),"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/logiciel-clinica-aramis-lab.pdf.0.png.180.jpeg?v=1654779376339"",""size"":180},{""path"":""_thumbs/shaping-ai/logiciel-clinica-aramis-lab.pdf.0.png.360.jpeg?v=1654779376375"",""size"":360},{""path"":""_thumbs/shaping-ai/logiciel-clinica-aramis-lab.pdf.0.png.600.jpeg?v=1654779376364"",""size"":600},{""path"":""_thumbs/shaping-ai/logiciel-clinica-aramis-lab.pdf.0.png.800.jpeg?v=1654779376501"",""size"":800},{""path"":""_thumbs/shaping-ai/logiciel-clinica-aramis-lab.pdf.0.png.1600.jpeg?v=1654779376469"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_145531-8wk
Logiciels de l'Aramis Lab,2022,"[ ""Ninon Burgos"" ]",portfolio,Site de l'Aramis Lab,"Présentation des différents logiciels (Clinica, Deformetrica, Brain network toolbox) créés par l'Aramis Lab",Aramis Lab (INRIA),"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/software-aramis-lab.pdf.0.png.180.jpeg?v=1654779554424"",""size"":180},{""path"":""_thumbs/shaping-ai/software-aramis-lab.pdf.0.png.360.jpeg?v=1654779554473"",""size"":360},{""path"":""_thumbs/shaping-ai/software-aramis-lab.pdf.0.png.600.jpeg?v=1654779554569"",""size"":600},{""path"":""_thumbs/shaping-ai/software-aramis-lab.pdf.0.png.800.jpeg?v=1654779554472"",""size"":800},{""path"":""_thumbs/shaping-ai/software-aramis-lab.pdf.0.png.1600.jpeg?v=1654779554555"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_145855-95k
Offres d'emploi - Aramis Lab,2015,"[ ""Ninon Burgos"" ]",fiche de poste,Site de l'Aramis Lab,Liste des offres d'emploi disponibles au sein de l'Aramis Lab,Aramis Lab (INRIA),"[ ""1.5. Institutionnaliser l'IA comme discipline"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/offres-demploi-aramis-lab.pdf.0.png.180.jpeg?v=1654781911127"",""size"":180},{""path"":""_thumbs/shaping-ai/offres-demploi-aramis-lab.pdf.0.png.360.jpeg?v=1654781911160"",""size"":360},{""path"":""_thumbs/shaping-ai/offres-demploi-aramis-lab.pdf.0.png.600.jpeg?v=1654781911153"",""size"":600},{""path"":""_thumbs/shaping-ai/offres-demploi-aramis-lab.pdf.0.png.800.jpeg?v=1654781911161"",""size"":800},{""path"":""_thumbs/shaping-ai/offres-demploi-aramis-lab.pdf.0.png.1600.jpeg?v=1654781911356"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_153810-5jr
Aramis Lab,2022,"[ ""Ninon Burgos"" ]",laboratoire,Site de l'Aramis Lab,"Présentation des axes de recherche, des domaines méthodologiques et des principaux domaines d'application de l'Aramis Lab, rattaché à l'Institut du Cerveau",Aramis Lab (INRIA),"[ ""3.1. Appliquer l'IA (de la recherche au business)"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/presentation-et-recherches-aramis-lab.pdf.0.png.180.jpeg?v=1654779108252"",""size"":180},{""path"":""_thumbs/shaping-ai/presentation-et-recherches-aramis-lab.pdf.0.png.360.jpeg?v=1654779108319"",""size"":360},{""path"":""_thumbs/shaping-ai/presentation-et-recherches-aramis-lab.pdf.0.png.600.jpeg?v=1654779108297"",""size"":600},{""path"":""_thumbs/shaping-ai/presentation-et-recherches-aramis-lab.pdf.0.png.800.jpeg?v=1654779108441"",""size"":800},{""path"":""_thumbs/shaping-ai/presentation-et-recherches-aramis-lab.pdf.0.png.1600.jpeg?v=1654779108400"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_145117-wlk
Tweet - AI4Health Winter School,2021,"[ ""Ninon Burgos"" ]",tweet,Twitter,Série de retweets de N. Burgos et de l'Aramis Lab à partir d'un tweet du Health Data Hub à propos de la AI4Health Winter,Aramis Lab (INRIA),"[ ""3.1. Appliquer l'IA (de la recherche au business)"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/tweet-health-data-hub-aramis-lab.pdf.0.png.180.jpeg?v=1654788348591"",""size"":180},{""path"":""_thumbs/shaping-ai/tweet-health-data-hub-aramis-lab.pdf.0.png.360.jpeg?v=1654788348644"",""size"":360},{""path"":""_thumbs/shaping-ai/tweet-health-data-hub-aramis-lab.pdf.0.png.600.jpeg?v=1654788348627"",""size"":600},{""path"":""_thumbs/shaping-ai/tweet-health-data-hub-aramis-lab.pdf.0.png.800.jpeg?v=1654788348643"",""size"":800},{""path"":""_thumbs/shaping-ai/tweet-health-data-hub-aramis-lab.pdf.0.png.1600.jpeg?v=1654788348832"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_172520-gzj
Arterys - Neuro AI,2022,"[ ""Ninon Burgos"" ]",startup,Site de l'entreprise Arterys,"Présentation de la solution logicielle de neuro-radiologie ""Neuro AI"" de l'entreprise Arterys",Arterys,"[ ""3.1. Appliquer l'IA (de la recherche au business)"", ""3.4. Travailler avec l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/arterys.pdf.0.png.180.jpeg?v=1654779229453"",""size"":180},{""path"":""_thumbs/shaping-ai/arterys.pdf.0.png.360.jpeg?v=1654779229502"",""size"":360},{""path"":""_thumbs/shaping-ai/arterys.pdf.0.png.600.jpeg?v=1654779229492"",""size"":600},{""path"":""_thumbs/shaping-ai/arterys.pdf.0.png.800.jpeg?v=1654779229506"",""size"":800},{""path"":""_thumbs/shaping-ai/arterys.pdf.0.png.1600.jpeg?v=1654779229685"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_145325-8ov
Dark Patterns,2020,"[ ""Célia Zolynski"" ]",article scientifique,ACM Queue,,"ARVIND NARAYANAN, ARUNESH MATHUR, MDARSHINI CHETTY, AND MIHIR KSHIRSAGAR","[ ""4.2. Chaînes de valeur de la donnée"", ""4.1. Prises, emprises, déprises, reprises"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/3400899-3400901-1.pdf.0.png.180.jpeg?v=1688224549112"",""size"":180},{""path"":""_thumbs/shaping-ai/3400899-3400901-1.pdf.0.png.360.jpeg?v=1688224549185"",""size"":360},{""path"":""_thumbs/shaping-ai/3400899-3400901-1.pdf.0.png.600.jpeg?v=1688224549127"",""size"":600},{""path"":""_thumbs/shaping-ai/3400899-3400901-1.pdf.0.png.800.jpeg?v=1688224549142"",""size"":800},{""path"":""_thumbs/shaping-ai/3400899-3400901-1.pdf.0.png.1600.jpeg?v=1688224549335"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230701_171529-osy
Attention Is All You Need,2017,"[ ""Alexandre Défossez"" ]",article scientifique,arXiv,Article introduisant l'architecture Transformer basée sur le mécanisme d'attention,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser & Illia Polosukhin","[ ""1.3. Modéliser"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/vaswani-et-al-attention-is-all-you-need.pdf.0.png.180.jpeg?v=1654166874978"",""size"":180},{""path"":""_thumbs/shaping-ai/vaswani-et-al-attention-is-all-you-need.pdf.0.png.360.jpeg?v=1654166875124"",""size"":360},{""path"":""_thumbs/shaping-ai/vaswani-et-al-attention-is-all-you-need.pdf.0.png.600.jpeg?v=1654166875137"",""size"":600},{""path"":""_thumbs/shaping-ai/vaswani-et-al-attention-is-all-you-need.pdf.0.png.800.jpeg?v=1654166875296"",""size"":800},{""path"":""_thumbs/shaping-ai/vaswani-et-al-attention-is-all-you-need.pdf.0.png.1600.jpeg?v=1654166874971"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220602_124748-b1b
Hybrids of constraint-based and noise-based algorithms for causal discovery from time series,2023,"[ ""Eric Gaussier"" ]",article scientifique,arxiv,,Assad et al.,"[ ""1.3. Modéliser"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/hybrids-of-constraint-based-and-noise-based-algori.pdf.0.png.180.jpeg?v=1687256351981"",""size"":180},{""path"":""_thumbs/shaping-ai/hybrids-of-constraint-based-and-noise-based-algori.pdf.0.png.360.jpeg?v=1687256352042"",""size"":360},{""path"":""_thumbs/shaping-ai/hybrids-of-constraint-based-and-noise-based-algori.pdf.0.png.600.jpeg?v=1687256351998"",""size"":600},{""path"":""_thumbs/shaping-ai/hybrids-of-constraint-based-and-noise-based-algori.pdf.0.png.800.jpeg?v=1687256352008"",""size"":800},{""path"":""_thumbs/shaping-ai/hybrids-of-constraint-based-and-noise-based-algori.pdf.0.png.1600.jpeg?v=1687256352199"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230620_121856-usn
Déclaration des droits de l'homme et du citoyen,1789,"[ ""Cécile Crichton"" ]",texte législatif,Inconnu,Déclaration des droits de l'homme et du citoyen de 1789.,Assemblée Nationale,"[ ""2.4. Réguler l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/ddhc.pdf.0.png.180.jpeg?v=1653922159655"",""size"":180},{""path"":""_thumbs/shaping-ai/ddhc.pdf.0.png.360.jpeg?v=1653922159795"",""size"":360},{""path"":""_thumbs/shaping-ai/ddhc.pdf.0.png.600.jpeg?v=1653922159819"",""size"":600},{""path"":""_thumbs/shaping-ai/ddhc.pdf.0.png.800.jpeg?v=1653922159824"",""size"":800},{""path"":""_thumbs/shaping-ai/ddhc.pdf.0.png.1600.jpeg?v=1653922159799"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220530_164909-50s
Amendement à la loi 3Ds,2021,"[ ""Émile Marzolf"" ]",texte législatif,,"Amendement à la loi relative à la différenciation, la décentralisation, la déconcentration et portant diverses mesures de simplification de l'action publique locale",Assemblée Nationale,"[ ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/3327.pdf.0.png.180.jpeg?v=1655046232028"",""size"":180},{""path"":""_thumbs/shaping-ai/3327.pdf.0.png.360.jpeg?v=1655046232046"",""size"":360},{""path"":""_thumbs/shaping-ai/3327.pdf.0.png.600.jpeg?v=1655046232045"",""size"":600},{""path"":""_thumbs/shaping-ai/3327.pdf.0.png.800.jpeg?v=1655046232156"",""size"":800},{""path"":""_thumbs/shaping-ai/3327.pdf.0.png.1600.jpeg?v=1655046232115"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_170318-q07
Loi de réforme de la justice (2019) interdisant le profiling des juges,2019,"[ ""Sumi Saint-Auguste"", ""Hugo Ruggieri"" ]",texte législatif,Légifrance,"Loi 2019-222 du 23 mars 2019 de programmation et de réforme de la Justice. Vue de la section 3 : concilier la publicité des décisions de justice et le droit au respect de la vie privée (article 33). Cette loi interdit ce qui est appelé le profilage des juges, craint avec l'open data des décisions de justice.",Assemblée Nationale,"[ ""3.2. Expérimenter l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/sumi-docs-14.pdf.0.png.180.jpeg?v=1654350580666"",""size"":180},{""path"":""_thumbs/shaping-ai/sumi-docs-14.pdf.0.png.360.jpeg?v=1654350580812"",""size"":360},{""path"":""_thumbs/shaping-ai/sumi-docs-14.pdf.0.png.600.jpeg?v=1654350580847"",""size"":600},{""path"":""_thumbs/shaping-ai/sumi-docs-14.pdf.0.png.800.jpeg?v=1654350580941"",""size"":800},{""path"":""_thumbs/shaping-ai/sumi-docs-14.pdf.0.png.1600.jpeg?v=1654350580663"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220604_154928-x7a
Loi Lemaire pour une République Numérique,2016,"[ ""Cécile Crichton"", ""Célia Zolynski"", ""Hugo Ruggieri"", ""Sumi Saint-Auguste"", ""PA Chevalier"" ]",texte législatif,Légifrance,"Loi 2016-1321 pour une République Numérique, dite loi Lemaire.",Assemblée Nationale,"[ ""4.2. Chaînes de valeur de la donnée"", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/sumi-docs-21.pdf.0.png.180.jpeg?v=1654804645304"",""size"":180},{""path"":""_thumbs/shaping-ai/sumi-docs-21.pdf.0.png.360.jpeg?v=1654804645346"",""size"":360},{""path"":""_thumbs/shaping-ai/sumi-docs-21.pdf.0.png.600.jpeg?v=1654804645330"",""size"":600},{""path"":""_thumbs/shaping-ai/sumi-docs-21.pdf.0.png.800.jpeg?v=1654804645447"",""size"":800},{""path"":""_thumbs/shaping-ai/sumi-docs-21.pdf.0.png.1600.jpeg?v=1654804645417"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220531_214734-vkm
